TENAMEyNAMEyWHOLESALERyODS_AGREEyDN_DATE_TIMEyDN_DATEySHORTSEQyGRNIDyPRODyLOCyQTYyPERIDyTEIDyQTY_AVAILyQTY_SUSPyORIGINyRECTYPEyLU_IDyLOCATIONyLOC_IDyCOMMODITYyCONTAINERyVARIETYyCLASSySIZ_REFyCNT_REFyCOLORyQTY_LATEyCF_CS_FLAGyCF_SORTINGyCF_COMDTY_STRINGyCF_DAYS_ON_FLOOR
R S A MARKET AGENTSyRIAAN  JOUBERTyyy12-JUL-26y12-JUL-26yy15529538yKOMATI FRUITS ( PyAC y240y141623y24y240y0y261y1y2y45y45yORGSyCTT150yNVy1y*y56y*yy*yyORGS,CTT150,NV,CL 1,*,56,*y18
R S A MARKET AGENTSyRIAAN  JOUBERTyyy12-JUL-26y12-JUL-26yy15529487yKOMATI FRUITS ( PyAC y80y141623y24y80y0y261y1y2y45y45yORGSyCTT150yNVy1y*y105y*yy*yyORGS,CTT150,NV,CL 1,*,105,*y18
R S A MARKET AGENTSyRIAAN  JOUBERTyyy12-JUL-26y12-JUL-26yy15529515yKOMATI FRUITS ( PyAC y240y141623y24y240y0y261y1y2y45y45yORGSyCTT150yNVy2y*y56y*yy*yyORGS,CTT150,NV,CL 2,*,56,*y18
R S A MARKET AGENTSyRIAAN  JOUBERTyyy13-JUL-26y13-JUL-26yy15531526yKOMATI FRUITS ( PyAC y240y141623y24y240y0y261y1y2y45y45yORGSyCTT150yNVy1y*y56y*yy*yyORGS,CTT150,NV,CL 1,*,56,*y16
R S A MARKET AGENTSyRIAAN  JOUBERTyyy13-JUL-26y13-JUL-26yy15531534yKOMATI FRUITS ( PyAC y720y141623y24y720y0y261y1y2y45y45yORGSyCTT150yNVy1y*y72y*yy*yyORGS,CTT150,NV,CL 1,*,72,*y16
R S A MARKET AGENTSyRIAAN  JOUBERTyyy13-JUL-26y13-JUL-26yy15531530yKOMATI FRUITS ( PyAC y560y141623y24y560y0y261y1y2y45y45yORGSyCTT150yNVy1y*y64y*yy*yyORGS,CTT150,NV,CL 1,*,64,*y16
R S A MARKET AGENTSyRIAAN  JOUBERTyyy14-JUL-26y14-JUL-26yy15533743yKOMATI FRUITS ( PyAC y160y141623y24y160y0y261y1y2y45y45yORGSyCTT150yNVy1y*y88y*yy*yyORGS,CTT150,NV,CL 1,*,88,*y16
R S A MARKET AGENTSyRIAAN  JOUBERTyyy15-JUL-26y15-JUL-26yy15534098yKOMATI FRUITS ( PyAC y690y141623y24y690y0y261y1y2y45y45yORGSyCTT150yNVy1y*y56y*yy*yyORGS,CTT150,NV,CL 1,*,56,*y15
R S A MARKET AGENTSyRIAAN  JOUBERTyyy15-JUL-26y15-JUL-26yy15534098yKOMATI FRUITS ( PyAC y110y141623y24y110y0y261y1y2y45y45yORGSyCTT150yNVy1y*y56y*yy*yyORGS,CTT150,NV,CL 1,*,56,*y15
R S A MARKET AGENTSyRIAAN  JOUBERTyyy15-JUL-26y15-JUL-26yy15534099yKOMATI FRUITS ( PyAC y480y141623y24y480y0y261y1y2y45y45yORGSyCTT150yNVy1y*y64y*yy*yyORGS,CTT150,NV,CL 1,*,64,*y15
R S A MARKET AGENTSyRIAAN  JOUBERTyyy15-JUL-26y15-JUL-26yy15534100yKOMATI FRUITS ( PyAC y400y141623y24y400y0y261y1y2y45y45yORGSyCTT150yNVy1y*y72y*yy*yyORGS,CTT150,NV,CL 1,*,72,*y15
R S A MARKET AGENTSyRIAAN  JOUBERTyyy17-JUL-26y17-JUL-26yy15540194yKOMATI FRUITS ( PyAC y240y141623y24y240y0y261y1y2y45y45yORGSyCTT150yNVy2y*y56y*yy*yyORGS,CTT150,NV,CL 2,*,56,*y12
R S A MARKET AGENTSyRIAAN  JOUBERTyyy17-JUL-26y17-JUL-26yy15540200yKOMATI FRUITS ( PyAC y400y141623y24y400y0y261y1y2y45y45yORGSyCTT150yNVy1y*y88y*yy*yyORGS,CTT150,NV,CL 1,*,88,*y12
R S A MARKET AGENTSyRIAAN  JOUBERTyyy17-JUL-26y17-JUL-26yy15540209yKOMATI FRUITS ( PyAC y80y141623y24y80y0y261y1y2y45y45yORGSyCTT150yNVy1y*y56y*yy*yyORGS,CTT150,NV,CL 1,*,56,*y12
R S A MARKET AGENTSyRIAAN  JOUBERTyyy22-JUL-26y22-JUL-26yy15546505yKOMATI FRUITS ( PyAC y80y141623y24y80y0y261y1y2y45y45yORGSyCTT150yNVy2y*y88y*yy*yyORGS,CTT150,NV,CL 2,*,88,*y8
R S A MARKET AGENTSyRIAAN  JOUBERTyyy22-JUL-26y22-JUL-26yy15546503yKOMATI FRUITS ( PyAC y320y141623y24y320y0y261y1y2y45y45yORGSyCTT150yNVy2y*y72y*yy*yyORGS,CTT150,NV,CL 2,*,72,*y8
R S A MARKET AGENTSyRIAAN  JOUBERTyyy22-JUL-26y22-JUL-26yy15546496yKOMATI FRUITS ( PyAC y80y141623y24y80y0y261y1y2y45y45yORGSyCTT150yNVy2y*y64y*yy*yyORGS,CTT150,NV,CL 2,*,64,*y8
R S A MARKET AGENTSyRIAAN  JOUBERTyyy22-JUL-26y22-JUL-26yy15546489yKOMATI FRUITS ( PyAC y80y141623y24y80y0y261y1y2y45y45yORGSyCTT150yNVy1y*y64y*yy*yyORGS,CTT150,NV,CL 1,*,64,*y8
R S A MARKET AGENTSyRIAAN  JOUBERTyyy22-JUL-26y22-JUL-26yy15546492yKOMATI FRUITS ( PyAC y160y141623y24y160y0y261y1y2y45y45yORGSyCTT150yNVy1y*y88y*yy*yyORGS,CTT150,NV,CL 1,*,88,*y8
R S A MARKET AGENTSyRIAAN  JOUBERTyyy22-JUL-26y22-JUL-26yy15546495yKOMATI FRUITS ( PyAC y80y141623y24y80y0y261y1y2y45y45yORGSyCTT150yNVy2y*y105y*yy*yyORGS,CTT150,NV,CL 2,*,105,*y8
R S A MARKET AGENTSyRIAAN  JOUBERTyyy01-MAY-26y01-MAY-26y4810y15400098yKOMATI FRUITS ( PyHL y146y141623y24y146y0yy1y6y261y261yLEMSyCTT150y*y1y*y56y*yy y4810yLEMS,CTT150,*,CL 1,*,56,*y90
R S A MARKET AGENTSyRIAAN  JOUBERTyyy10-MAY-26y10-MAY-26y7433y15416268yKOMATI FRUITS ( PyHL y5y141623y24y5y0yy1y6y261y261yLEMSyCTT150y*y1y*y88y*yy y7433yLEMS,CTT150,*,CL 1,*,88,*y81
R S A MARKET AGENTSyRIAAN  JOUBERTyyy10-MAY-26y10-MAY-26y7447y15416273yKOMATI FRUITS ( PyHL y14y141623y24y14y0yy1y6y261y261yLEMSyCTT150y*y1y*y100y*yy y7447yLEMS,CTT150,*,CL 1,*,100,*y81
R S A MARKET AGENTSyRIAAN  JOUBERTyyy16-MAY-26y16-MAY-26y538y15429353yKOMATI FRUITS ( PyHL y229y141623y24y229y0yy1y6y261y261yLEMSyCTT150y*y1y*y113y*yy y538yLEMS,CTT150,*,CL 1,*,113,*y75
R S A MARKET AGENTSyRIAAN  JOUBERTyyy28-MAY-26y28-MAY-26y3714y15453386yKOMATI FRUITS ( PyHL y245y141623y24y245y0yy1y6y261y261yLEMSyJP090y*y2yMy*y*yy y3714yLEMS,JP090,*,CL 2,M,*,*y63
R S A MARKET AGENTSyRIAAN  JOUBERTyyy16-JUN-26y16-JUN-26y4491y15486994ySAND SEDGE (PTY) yHL y104y141623y24y104y0yy1y6y261y261yNAARyCO100yNARy1y1XXXy*y*yy y4491yNAAR,CO100,NAR,CL 1,1XXX,*,*y44
R S A MARKET AGENTSyRIAAN  JOUBERTyyy16-JUN-26y16-JUN-26y4237y15486993ySAND SEDGE (PTY) yHL y24y141623y24y24y0yy1y6y261y261yNAARyCO100yNARy1y1XXy*y*yy y4237yNAAR,CO100,NAR,CL 1,1XX,*,*y44
R S A MARKET AGENTSyRIAAN  JOUBERTyyy20-JUN-26y20-JUN-26y8001y15493378yOCKERT LE ROUX BOyHL y1y141623y24y1y0yy1y6y261y261yAVOSyBG150yAHy3yLy*y*yy y8001yAVOS,BG150,AH,CL 3,L,*,*y40
R S A MARKET AGENTSyRIAAN  JOUBERTyyy01-JUL-26y01-JUL-26y7363y15510726yKOMATI FRUITS ( PyHL y403y141623y24y403y0yy1y6y261y261yORGSyCTT150yNVy2y*y88y*yy y7363yORGS,CTT150,NV,CL 2,*,88,*y29
R S A MARKET AGENTSyRIAAN  JOUBERTyyy07-JUL-26y07-JUL-26y7313y15518822ySOUTPANSBERG SUB-yHL y7y141623y24y7y0yy1y6y261y261yAVOSyTR040yAKy2y*y10y*yy y7313yAVOS,TR040,AK,CL 2,*,10,*y23
R S A MARKET AGENTSyRIAAN  JOUBERTyyy08-JUL-26y08-JUL-26y8154y15523829yENDULINI FRUIT (PyHL y319y141623y24y319y0yy1y6y261y261yLEMSyCTT150y*y12y*y64y*yy y8154yLEMS,CTT150,*,LOWEST CLASS,*,64,*y21
R S A MARKET AGENTSyRIAAN  JOUBERTyyy08-JUL-26y08-JUL-26y8408y15523834yENDULINI FRUIT (PyHL y160y141623y24y160y0yy1y6y261y261yLEMSyCTT150y*y12y*y56y*yy y8408yLEMS,CTT150,*,LOWEST CLASS,*,56,*y21
R S A MARKET AGENTSyRIAAN  JOUBERTyyy12-JUL-26y12-JUL-26y2197y15529492yKOMATI FRUITS ( PyHL y398y141623y24y398y0yy1y6y261y261yORGSyCTT150yNVy1y*y88y*yy y2197yORGS,CTT150,NV,CL 1,*,88,*y18
R S A MARKET AGENTSyRIAAN  JOUBERTyyy12-JUL-26y12-JUL-26y277y15529539yKOMATI FRUITS ( PyHL y311y141623y24y311y0yy1y6y261y261yORGSyCTT150yNVy1y*y64y*yy*y277yORGS,CTT150,NV,CL 1,*,64,*y18
R S A MARKET AGENTSyRIAAN  JOUBERTyyy12-JUL-26y12-JUL-26y2696y15529540yKOMATI FRUITS ( PyHL y310y141623y24y310y0yy1y6y261y261yORGSyCTT150yNVy1y*y72y*yy*y2696yORGS,CTT150,NV,CL 1,*,72,*y18
R S A MARKET AGENTSyRIAAN  JOUBERTyyy12-JUL-26y12-JUL-26y3221y15529515yKOMATI FRUITS ( PyHL y38y141623y24y38y0yy1y6y261y261yORGSyCTT150yNVy2y*y56y*yy*y3221yORGS,CTT150,NV,CL 2,*,56,*y18
R S A MARKET AGENTSyRIAAN  JOUBERTyyy14-JUL-26y14-JUL-26y4822y15533751yKOMATI FRUITS ( PyHL y398y141623y24y398y0yy1y6y261y261yORGSyCTT150yNVy2y*y56y*yy y4822yORGS,CTT150,NV,CL 2,*,56,*y16
R S A MARKET AGENTSyRIAAN  JOUBERTyyy14-JUL-26y14-JUL-26y4263y15533747yKOMATI FRUITS ( PyHL y80y141623y24y80y0yy1y6y261y261yORGSyCTT150yNVy1y*y105y*yy y4263yORGS,CTT150,NV,CL 1,*,105,*y16
R S A MARKET AGENTSyRIAAN  JOUBERTyyy15-JUL-26y15-JUL-26y498y15534100yKOMATI FRUITS ( PyHL y77y141623y24y77y0yy1y6y261y261yORGSyCTT150yNVy1y*y72y*yy*y498yORGS,CTT150,NV,CL 1,*,72,*y15
R S A MARKET AGENTSyRIAAN  JOUBERTyyy17-JUL-26y17-JUL-26y6124y15540188yKOMATI FRUITS ( PyHL y175y141623y24y175y0y45y1y6y261y261yORGSyCO150yNVy1y*y55y*yy y6124yORGS,CO150,NV,CL 1,*,55,*y12
R S A MARKET AGENTSyRIAAN  JOUBERTyyy17-JUL-26y17-JUL-26y2381y15540174yKOMATI FRUITS ( PyHL y110y141623y24y110y0y45y1y6y261y261yORGSyCO150yNVy1y*y50y*yy y2381yORGS,CO150,NV,CL 1,*,50,*y12
R S A MARKET AGENTSyRIAAN  JOUBERTyyy17-JUL-26y17-JUL-26y5041y15540206yKOMATI FRUITS ( PyHL y79y141623y24y79y0yy1y6y261y261yORGSyCTT150yNVy1y*y64y*yy y5041yORGS,CTT150,NV,CL 1,*,64,*y12
R S A MARKET AGENTSyRIAAN  JOUBERTyyy17-JUL-26y17-JUL-26y7012y15540182yKOMATI FRUITS ( PyHL y98y141623y24y98y0y45y1y6y261y261yORGSyCO150yNVy1y*y45y*yy y7012yORGS,CO150,NV,CL 1,*,45,*y12
R S A MARKET AGENTSyRIAAN  JOUBERTyyy17-JUL-26y17-JUL-26y302y15539012yMOUTON CITRUS (PTyHL y65y141623y24y65y0yy1y6y261y261yNAARyCO150yNARy1y1XXXy*y*yy y302yNAAR,CO150,NAR,CL 1,1XXX,*,*y13
R S A MARKET AGENTSyRIAAN  JOUBERTyyy17-JUL-26y17-JUL-26y534y15539020yMOUTON CITRUS (PTyHL y160y141623y24y160y0yy1y6y261y261yNAARyCO150yTAy1y1XXy*y*yy y534yNAAR,CO150,TA,CL 1,1XX,*,*y13
R S A MARKET AGENTSyRIAAN  JOUBERTyyy17-JUL-26y17-JUL-26y485y15539017yMOUTON CITRUS (PTyHL y130y141623y24y130y0yy1y6y261y261yNAARyCO150yTAy1y1XXXy*y*yy y485yNAAR,CO150,TA,CL 1,1XXX,*,*y13
R S A MARKET AGENTSyRIAAN  JOUBERTyyy17-JUL-26y17-JUL-26y573y15539021yMOUTON CITRUS (PTyHL y35y141623y24y35y0yy1y6y261y261yNAARyCO150yTAy1y1XXXy*y*yy y573yNAAR,CO150,TA,CL 1,1XXX,*,*y13
R S A MARKET AGENTSyRIAAN  JOUBERTyyy17-JUL-26y17-JUL-26y526y15539018yMOUTON CITRUS (PTyHL y64y141623y24y64y0yy1y6y261y261yNAARyCO150yTAy1y1Xy*y*yy y526yNAAR,CO150,TA,CL 1,1X,*,*y13
R S A MARKET AGENTSyRIAAN  JOUBERTyyy17-JUL-26y17-JUL-26y455y15539016yMOUTON CITRUS (PTyHL y65y141623y24y65y0yy1y6y261y261yNAARyCO150yTAy1y1Xy*y*yy y455yNAAR,CO150,TA,CL 1,1X,*,*y13
R S A MARKET AGENTSyRIAAN  JOUBERTyyy20-JUL-26y20-JUL-26y161y15541992yMOUTON CITRUS (PTyHL y80y141623y24y80y0yy1y6y261y261yORGSyCTT150yNVy12y*y56y*yy y161yORGS,CTT150,NV,LOWEST CLASS,*,56,*y10
R S A MARKET AGENTSyRIAAN  JOUBERTyyy20-JUL-26y20-JUL-26y315y15541993yMOUTON CITRUS (PTyHL y400y141623y24y400y0yy1y6y261y261yORGSyCTT150yNVy12y*y40y*yy y315yORGS,CTT150,NV,LOWEST CLASS,*,40,*y10
R S A MARKET AGENTSyRIAAN  JOUBERTyyy20-JUL-26y20-JUL-26y131y15541991yMOUTON CITRUS (PTyHL y160y141623y24y160y0yy1y6y261y261yORGSyCTT150yNVy12y*y40y*yy y131yORGS,CTT150,NV,LOWEST CLASS,*,40,*y10
R S A MARKET AGENTSyRIAAN  JOUBERTyyy20-JUL-26y20-JUL-26y85y15541990yMOUTON CITRUS (PTyHL y160y141623y24y160y0yy1y6y261y261yORGSyCTT150yNVy12y*y40y*yy y85yORGS,CTT150,NV,LOWEST CLASS,*,40,*y10
R S A MARKET AGENTSyRIAAN  JOUBERTyyy22-JUL-26y22-JUL-26y554y15546491yKOMATI FRUITS ( PyHL y159y141623y24y159y0yy1y6y261y261yORGSyCTT150yNVy1y*y72y*yy y554yORGS,CTT150,NV,CL 1,*,72,*y8
R S A MARKET AGENTSyRIAAN  JOUBERTyyy22-JUL-26y22-JUL-26y441y15546486yKOMATI FRUITS ( PyHL y79y141623y24y79y0yy1y6y261y261yORGSyCTT150yNVy1y*y56y*yy y441yORGS,CTT150,NV,CL 1,*,56,*y8
R S A MARKET AGENTSyRIAAN  JOUBERTyyy22-JUL-26y22-JUL-26y718y15546506yKOMATI FRUITS ( PyHL y70y141623y24y70y0yy1y6y261y261yORGSyCO150yNVy2y*y45y*yy y718yORGS,CO150,NV,CL 2,*,45,*y8
R S A MARKET AGENTSyRIAAN  JOUBERTyyy22-JUL-26y22-JUL-26y7660y15548250yMANDARYN BOERDERYyHL y60y141623y24y60y0yy1y6y261y261yNAARyCO070yNARy1y*y36y*yy y7660yNAAR,CO070,NAR,CL 1,*,36,*y8
R S A MARKET AGENTSyRIAAN  JOUBERTyyy22-JUL-26y22-JUL-26y7701y15548261yMANDARYN BOERDERYyHL y15y141623y24y15y0yy1y6y261y261yNAARyCO150yNARy1y1XXXy*y*yy y7701yNAAR,CO150,NAR,CL 1,1XXX,*,*y8
R S A MARKET AGENTSyRIAAN  JOUBERTyyy23-JUL-26y23-JUL-26y4885y15548283yMANDARYN BOERDERYyHL y105y141623y24y105y0yy1y6y261y261yNAARyCO070yNARy1y*y44y*yy y4885yNAAR,CO070,NAR,CL 1,*,44,*y7
R S A MARKET AGENTSyRIAAN  JOUBERTyyy24-JUL-26y24-JUL-26y7700y15552620yKAMBO FOREST HILLyHL y57y141623y24y57y0yy1y6y261y261yAPPyEPB015yTRy1y180y8y*yy y7700yAPP,EPB015,TR,CL 1,180,8,*y6
R S A MARKET AGENTSyRIAAN  JOUBERTyyy24-JUL-26y24-JUL-26y2433y15552602yKAMBO FOREST HILLyHL y26y141623y24y26y0yy1y6y261y261yAPPyEPB015ySKy1y180y8y*yy*y2433yAPP,EPB015,SK,CL 1,180,8,*y6
R S A MARKET AGENTSyRIAAN  JOUBERTyyy24-JUL-26y24-JUL-26y7812y15552578yKAMBO FOREST HILLyHL y37y141623y24y37y0yy1y6y261y261yAPPyEPB015yGDy1y180y8y*yy y7812yAPP,EPB015,GD,CL 1,180,8,*y6
R S A MARKET AGENTSyRIAAN  JOUBERTyyy24-JUL-26y24-JUL-26y4554y15552615yKAMBO FOREST HILLyHL y47y141623y24y47y0yy1y6y261y261yAPPyEPB015ySKy1y150y8y*yy y4554yAPP,EPB015,SK,CL 1,150,8,*y6
R S A MARKET AGENTSyRIAAN  JOUBERTyyy24-JUL-26y24-JUL-26y7872y15552619yKAMBO FOREST HILLyHL y43y141623y24y43y0yy1y6y261y261yAPPyEPB015yTRy1y150y8y*yy y7872yAPP,EPB015,TR,CL 1,150,8,*y6
R S A MARKET AGENTSyRIAAN  JOUBERTyyy24-JUL-26y24-JUL-26y7859y15552617yKAMBO FOREST HILLyHL y40y141623y24y40y0yy1y6y261y261yAPPyEPB015ySKy1y135y8y*yy y7859yAPP,EPB015,SK,CL 1,135,8,*y6
R S A MARKET AGENTSyRIAAN  JOUBERTyyy24-JUL-26y24-JUL-26y1891y15552618yKAMBO FOREST HILLyHL y8y141623y24y8y0yy1y6y261y261yAPPyEPB015yTRy1y120y8y*yy y1891yAPP,EPB015,TR,CL 1,120,8,*y6
R S A MARKET AGENTSyRIAAN  JOUBERTyyy24-JUL-26y24-JUL-26y7829y15552589yKAMBO FOREST HILLyHL y9y141623y24y9y0yy1y6y261y261yAPPyEPB015yGDy1y165y8y*yy y7829yAPP,EPB015,GD,CL 1,165,8,*y6
R S A MARKET AGENTSyRIAAN  JOUBERTyyy24-JUL-26y24-JUL-26y796y15552559yKAMBO FOREST HILLyHL y47y141623y24y47y0yy1y6y261y261yAPPyCT185yGSy1y*y110y*yy*y796yAPP,CT185,GS,CL 1,*,110,*y6
R S A MARKET AGENTSyRIAAN  JOUBERTyyy24-JUL-26y24-JUL-26y2559y15552546yKAMBO FOREST HILLyHL y85y141623y24y85y0yy1y6y261y261yAPPyCT185yGSy1y*y90y*yy y2559yAPP,CT185,GS,CL 1,*,90,*y6
R S A MARKET AGENTSyRIAAN  JOUBERTyyy24-JUL-26y24-JUL-26y4273y15552623yKAMBO FOREST HILLyHL y28y141623y24y28y0yy1y6y261y261yAPPyEPB015yTRy1y198y8y*yy y4273yAPP,EPB015,TR,CL 1,198,8,*y6
R S A MARKET AGENTSyRIAAN  JOUBERTyyy24-JUL-26y24-JUL-26y3156y15552592yKAMBO FOREST HILLyHL y35y141623y24y35y0yy1y6y261y261yAPPyEPB015yGDy1y198y8y*yy y3156yAPP,EPB015,GD,CL 1,198,8,*y6
R S A MARKET AGENTSyRIAAN  JOUBERTyyy24-JUL-26y24-JUL-26y5196y15552616yKAMBO FOREST HILLyHL y17y141623y24y17y0yy1y6y261y261yAPPyEPB015ySKy1y120y8y*yy y5196yAPP,EPB015,SK,CL 1,120,8,*y6
R S A MARKET AGENTSyRIAAN  JOUBERTyyy24-JUL-26y24-JUL-26y396y15551222yLANGPLAAS BOERDERyHL y29y141623y24y29y0yy1y6y261y261yBERSyPTB025y*y0y*y16y*yy y396yBERS,PTB025,*,*,*,16,*y6
R S A MARKET AGENTSyRIAAN  JOUBERTyyy26-JUL-26y26-JUL-26y8047y15553956yMOUTON CITRUS (PTyHL y65y141623y24y65y0yy1y6y261y261yNAARyCO150yNARy1y1XXy*y*yy y8047yNAAR,CO150,NAR,CL 1,1XX,*,*y4
